3D capture:,3D:,Additional microphone(s):,Bluetooth:,Broadcast Mobile TV:,CDMA:,Charging:,Colors:,Data:,Dimensions with the dock:,Dimensions:,Display size:,Dock Features:,Dual SIM:,EU SAR:,External antenna:,Features:,Fifth camera:,Flash:,Fourth camera:,Front:,GSM:,HD Voice:,HDMI:,Headphones connector:,Hearing aid compatibility:,In The Box:,LTE (FDD):,LTE (TDD):,MSRP price:,Main camera:,Materials:,Maximum User Storage:,Mobile Payment:,Model without AMPS is also available (FCC ID:,None,Notifications:,OS:,Other features:,Other:,Peak brightness:,Phone functionality:,Projector:,ROM:,Radio:,Rear:,Resistance:,Resolution:,SIM type:,Screen mirroring:,Second camera:,Sensors:,Speakers:,Storage expansion:,Tablet dock:,Technology:,Third camera:,UMTS:,USB:,Unnamed: 0,Video playback:,Video recording:,VoLTE:,Warranty period:,Weight with the dock:,Weight:,Wi-Fi:,rating
,,,4.0,,,,,"HSPA, UMTS",,4.67 x 2.45 x 0.37 inches (118.5 x 62.3 x 9.3 mm),4.0 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass",,LED,,,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,"GPS, A-GPS","Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0), HTC Sense UI","Voice dialing, Voice commands, Voice recording","Computer sync, OTA sync",,,,,"FM, Stereo, RDS, Music recognition",Single camera,,480 x 800 pixels,,,,Accelerometer,"Earpiece, Loudspeaker",up to 32 GB,,S-LCD 2,,"850, 900, 2100 MHz",USB 2.0,0,,720x480 (DVD),,,,None,"802.11 b, g, n",7.8
,,,4.0,,"800, 1900 MHz",,"Black, Purple, Gray",,,4.74 x 2.35 x 0.36 inches (120.3 x 59.7 x 9.24 mm),3.7 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass",,LED,,,,,,3.5mm,"M4, T4",,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0.3), Samsung TouchWiz UI","Voice dialing, Voice commands, Voice recording","Computer sync, OTA sync",,,,4096 MB,"FM, Stereo, RDS, Music recognition",Single camera,,480 x 800 pixels,,,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD 2,,,Yes,0,,1280x720 (HD) (30 fps),,,,None,"802.11 b, g, n",8.5
,,,3.0,,,,,,,4.67 x 2.45 x 0.37 inches (118.5 x 62.3 x 9.3 mm),4.0 inches,,Yes,,,"Ambient light sensor, Proximity sensor",,LED,,,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,GPS,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0), Samsung TouchWiz UI","Voice dialing, Voice commands, Voice recording","Computer sync, OTA sync",,,,4096 MB,"FM, Stereo, RDS",Single camera,,480 x 800 pixels,,,,Accelerometer,"Earpiece, Loudspeaker",up to 32 GB,,,,"900, 2100 MHz",USB 2.0,0,,Yes,,,,None,"802.11 b, g, n",5.0
,,,3.0,,,,,"HSDPA 7.2 Mbit/s, UMTS",,4.22 x 2.39 x 0.47 inches (107.2 x 60.6 x 11.95 mm),3.5 inches,,,,,"Ambient light sensor, Proximity sensor",,,,,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,A-GPS,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0.3), Samsung TouchWiz UI","Voice dialing, Voice commands, Voice recording","NFC, Tethering, Computer sync, OTA sync",,,,,"FM, Stereo, RDS",Single camera,,320 x 480 pixels,,,,Accelerometer,"Earpiece, Loudspeaker",up to 32 GB,,LCD,,"900, 2100 MHz",USB 2.0,0,,640x480 (VGA),,,,None,"802.11 b, g, n",9.3
,,,4.0,,"800, 1900 MHz",,,LTE,,4.82 x 2.40 x 0.46 inches (122 x 61 x 12 mm),4.0 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,LED,,0.3 megapixels VGA,,,Yes,3.5mm,,,Bands 13,,,8 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0), HTC Sense UI","Voice dialing, Voice commands, Voice recording, TTY/TDD","NFC, Computer sync, OTA sync",,,,8192 MB,,Single camera,,540 x 960 pixels,Micro SIM,"DLNA, MHL",,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD,,,USB 2.0,0,,1920x1080 (Full HD),,,,None,"802.11 a, b, g, n",8.7
,,for Noise cancellation,4.0,,"800, 1900 MHz",,,LTE,,5.31 x 2.71 x 0.35 inches (134.8 x 68.9 x 8.9 mm),4.7 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,LED,,1.3 megapixels,,,Yes,3.5mm,"M4, T3",,Bands 2,,,8 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0.3), HTC Sense UI","Voice dialing, Voice commands, Voice recording","NFC, Tethering, Computer sync, OTA sync",,,,,,Single camera,,720 x 1280 pixels,,MHL,,"Accelerometer, Gyroscope, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD 2,,,USB 2.0,0,,1920x1080 (Full HD) (29 fps),,,,None,"802.11 a, b, g, n",9.0
,,,4.0,,,,"Black, Gray, Purple","HSPA, UMTS",,4.74 x 2.35 x 0.36 inches (120.3 x 59.7 x 9.24 mm),3.7 inches,,,,,"Scratch-resistant glass, Ambient light sensor, Proximity sensor",,LED,,,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,"GPS, A-GPS","Music ringtones (MP3), Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0.3), Samsung TouchWiz UI","Voice dialing, Voice commands, Voice recording","Computer sync, OTA sync",,,,,"FM, Stereo, RDS, Music recognition",Single camera,,480 x 800 pixels,,,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD 2,,"850, 900, 2100 MHz",Yes,0,,1280x720 (HD) (30 fps),,,,None,"802.11 b, g, n",8.1
,,,4.0,,,,,"HSDPA+ (4G) 42.2 Mbit/s, HSDPA+ (4G) 21.1 Mbit/s, UMTS",,5.15 x 2.56 x 0.31 inches (130.9 x 65 x 7.8 mm),4.3 inches,,,,,Touch sensitive control keys,,LED,,0.3 megapixels VGA,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,"M4, T3",,,,,8 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.1.1, 4.0.4, 4.0.3), HTC Sense UI","Voice dialing, Voice commands, Voice recording","UMA (Wi-Fi Calling), Computer sync, OTA sync",,,,,"FM, Stereo",Single camera,,540 x 960 pixels,Micro SIM,"DLNA, MHL",,"Accelerometer, Gyroscope, Compass","Earpiece, Loudspeaker",,,Super AMOLED,,"850, 1700/2100, 1900, 2100 MHz",USB 2.0,0,,1920x1080 (Full HD) (29 fps),,,,None,"802.11 b, g, n",9.7
,,for Noise cancellation,4.0,,,,,"LTE, HSDPA+ (4G) 21.1 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,5.31 x 2.75 x 0.35 inches (134.8 x 69.9 x 8.9 mm),4.7 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass",,LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,"M3, T4",,"Bands 17, 4",,,8 megapixels,,,,,None,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.2.2, 4.1, 4.0.4, 4.0.3), HTC Sense UI","Voice dialing, Voice commands, Voice recording","NFC, Computer sync, OTA sync",,,,,,Single camera,,720 x 1280 pixels,Micro SIM,"DLNA, MHL",,"Accelerometer, Gyroscope, Compass",Earpiece,,,S-LCD 2,,"850, 1900, 2100 MHz",USB 2.0,0,,1920x1080 (Full HD),,,,None,"802.11 a, b, g, n",9.8
,,for Noise cancellation,4.0,,,,"Black, White, Gray","HSDPA+ (4G) 21.1 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,5.29 x 2.75 x 0.35 inches (134.36 x 69.9 x 8.9 mm),4.7 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,,,,,,8 megapixels,,,,,None,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.2.2, 4.1, 4.0.4, 4.0.3), Samsung TouchWiz UI","Voice dialing, Voice commands, Voice recording","NFC, Tethering, Computer sync, OTA sync",,,,,FM,Single camera,,720 x 1280 pixels,Micro SIM,"DLNA, MHL",,"Accelerometer, Gyroscope, Compass","Earpiece, Loudspeaker",,,S-LCD 2,,"850, 900, 1900, 2100 MHz",USB 2.0,0,,1920x1080 (Full HD) (23 fps),,,,None,"802.11 a, b, g, n",8.6
,,,3.0,,"800, 1900 MHz",,,LTE,,5.08 x 2.58 x 0.54 inches (129 x 65.5 x 13.65 mm),4.3 inches,,,,,"Ambient light sensor, Proximity sensor",,Dual LED,,2 megapixels,,,Yes,3.5mm,"M4, T4",,Bands 13,,$ 300,8 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0, 2.3.4)","Voice dialing, Voice commands, Voice recording, TTY/TDD","Computer sync, OTA sync",,,,,,Single camera,,720 x 1280 pixels,,"DLNA, MHL",,"Accelerometer, Compass",,up to 32 GB,,S-LCD,,,USB 2.0,0,,"1920x1080 (Full HD) (30 fps), 1280x720 (HD) (60 fps)",,,,None,"802.11 a, b, g, n",9.1
,,Yes,3.0,,,,Black,"LTE, HSPA, HSUPA, UMTS",,5.07 x 2.64 x 0.44 inches (129 x 67 x 11 mm),4.5 inches,,,,,Touch sensitive control keys,,Dual LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,"M3, T3",,"Bands 17, 4",,$ 550,8 megapixels,,,,,None,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode","Android (4.0.3, 2.3.4), HTC Sense UI","Voice dialing, Voice commands, Voice recording, TTY/TDD","Tethering, Computer sync, OTA sync",,,,,"FM, Stereo, RDS",Single camera,,540 x 960 pixels,,MHL,,Accelerometer,,up to 32 GB,,S-LCD,,"850, 1900, 2100 MHz",USB 2.0,0,,"1920x1080 (Full HD) (30 fps), 1280x720 (HD) (60 fps)",,,,None,"802.11 b, g, n",9.3
,,,3.0,,"800, 1900 MHz",,,"UMTS, WiMAX",,4.80 x 2.40 x 0.50 inches (122 x 61 x 13 mm),4.0 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,,3.5mm,"M4, T4","Standard Lithium Ion Battery, AC Charger, 8GB MicroSD card (inserted), Micro USB Cable, SIM Card (inserted)",,,$ 400,5 megapixels,,,,,None,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0, 2.3.3)","Voice recording, TTY/TDD","Computer sync, OTA sync",,,,,"FM, FM Transmiter",Single camera,,540 x 960 pixels,,DLNA,,"Accelerometer, Compass",,up to 32 GB,,S-LCD,,2100 MHz,USB 2.0,0,,1280x720 (HD) (30 fps),,,,None,"802.11 b, g, n",8.6
,,Yes,3.0,,,,,"HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,5.20 x 2.78 x 0.39 inches (132 x 70.7 x 9.9 mm),4.7 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,Dual LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,8 megapixels,,,,,"GPS, A-GPS","Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (2.3.5, 2.3.4)","Voice dialing, Voice commands, Voice recording","Computer sync, OTA sync",,,,,FM,Single camera,,480 x 800 pixels,,DLNA,,"Accelerometer, Gyroscope, Compass","Earpiece, Loudspeaker",,,S-LCD,,"850, 900, 2100 MHz",USB 2.0,0,,1280x720 (HD),,,,None,"802.11 b, g, n",7.4
,,,3.0,,"800, 1900 MHz",,,"HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,4.53 x 2.35 x 0.46 inches (115 x 60 x 12 mm),4.0 inches,,,,,"Ambient light sensor, Proximity sensor",,LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,"M4, T4",,,,,5 megapixels,,,,,GPS,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone",Android (2.3),"Voice dialing, Voice commands, Voice recording","Tethering, Computer sync, OTA sync",,,,,,Single camera,,540 x 960 pixels,,"DLNA, MHL",,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD,,"900, 2100 MHz",USB 2.0,0,,1280x720 (HD) (30 fps),,,,None,"802.11 b, g, n",1.0
,,,3.0,,,,,"HSDPA 14.4 Mbit/s, UMTS",,4.05 x 2.25 x 0.51 inches (102.8 x 57.2 x 12.9 mm),3.2 inches,,,,,"Ambient light sensor, Proximity sensor",,,,,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,3 megapixels,,,,,GPS,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone",Android (2.3),"Voice dialing, Voice commands, Voice recording","Tethering, Computer sync, OTA sync",,,,512 MB,"FM, Stereo, RDS",Single camera,,320 x 480 pixels,,,,Accelerometer,"Earpiece, Loudspeaker",,,TFT,,"900, 2100 MHz",USB 2.0,0,,640x480 (VGA) (19 fps),,,,None,"802.11 b, g, n",8.1
,,Yes,3.0,,,,"Black, White","HSDPA+ (4G) 42.2 Mbit/s, UMTS",,5.12 x 2.58 x 0.46 inches (130 x 65.6 x 11.8 mm),4.3 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,Dual LED,,2 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,"M3, T3",,,,$ 260,8 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0, 2.3.4)","Voice dialing, Voice commands, Voice recording","NFC, UMA (Wi-Fi Calling), Computer sync, OTA sync",,,,,"FM, Stereo",Single camera,,540 x 960 pixels,,MHL,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD,,"850, 1700/2100, 1900, 2100 MHz",USB 2.0,0,,1920x1080 (Full HD) (30 fps),,,,None,"802.11 a, b, g, n",9.1
,,Yes,"3.0, EDR",,"800, 1900 MHz",,,,,4.69 x 2.39 x 0.43 inches (119 x 61 x 11 mm),3.7 inches,,,,,"Ambient light sensor, Proximity sensor",,LED,,0.3 megapixels VGA,,,,3.5mm,"M4, T4",,,,$ 440,5 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone",Android (2.3.4),"Voice dialing, Voice commands, Voice recording, TTY/TDD","Tethering, Computer sync, OTA sync, ANT+",,,,,,Single camera,,480 x 800 pixels,,DLNA,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD,,,USB 2.0,0,,1280x720 (HD),,,,None,"802.11 b, g, n",8.6
,,,3.0,,,,"Black, White","HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,4.96 x 2.57 x 0.44 inches (126.1 x 65.4 x 11.3 mm),4.3 inches,,,,,"Ambient light sensor, Proximity sensor",,Dual LED,,0.3 megapixels VGA,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,,,,,,8 megapixels,,1 GB,,,GPS,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0, 2.3)",Voice recording,"Tethering, Computer sync, OTA sync",,,,,"FM, Stereo",Single camera,,540 x 960 pixels,,"DLNA, MHL",,"Accelerometer, Gyroscope, Compass","Earpiece, Loudspeaker",up to 32 GB,,S-LCD,,"900, 1700/2100, 2100 MHz",USB 2.0,0,,1920x1080 (Full HD) (30 fps),,,,None,"802.11 b, g, n",8.7
,,for Noise cancellation,"2.1, EDR",,,,,"HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,5.18 x 2.78 x 0.39 inches (131.5  x 70.7 x 9.9 mm),4.7 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,Dual LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,,3.5mm,"M3, T3",,,,$ 550,8 megapixels,,,,,"GPS, A-GPS","Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Windows Phone, 7.5 Mango","Voice dialing, Voice commands, Voice recording, TTY/TDD","Tethering, Computer sync, OTA sync",,,,,"FM, Stereo, RDS",Single camera,,480 x 800 pixels,,DLNA,,"Accelerometer, Gyroscope, Compass",,,,S-LCD,,"850, 900, 2100 MHz",USB 2.0,0,,1280x720 (HD) (30 fps),,,,None,"802.11 b, g, n",9.2
,,,"2.1, EDR",,,,,"HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,4.74 x 2.42 x 0.43 inches (120.5 x 61.5 x 10.9 mm),3.8 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,LED,,0.3 megapixels VGA,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,$ 500,5 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Windows Phone, 7.5 Mango","Voice dialing, Voice commands, Voice recording","Tethering, Computer sync, OTA sync",,,,,,Single camera,,480 x 800 pixels,,DLNA,,Accelerometer,,,,S-LCD,,"900, 2100 MHz",USB 2.0,0,,1280x720 (HD),,,,None,"802.11 b, g, n",9.8
,,,3.0,,,,Black,"LTE, HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,9.87 x 7.00 x 0.51 inches (251 x 178 x 13 mm),10.1 inches,,,,,Ambient light sensor,,Dual LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,,,"Bands 17, 4",,,8 megapixels,,,,,"GPS, A-GPS","Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Speakerphone",Android (3.1),Voice recording,"Computer sync, OTA sync",,,,,,Single camera,,1280 x 768 pixels,,MHL,,Accelerometer,,up to 32 GB,,LCD,,"850, 1900, 2100 MHz",USB 2.0,0,,1920x1080 (Full HD) (30 fps),,,,None,"802.11 b, g, n",6.0
"5 megapixels, 1280x720 (720p)",Glasses-free (Parallax barrier),for Noise cancellation,3.0,,,,,"HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,4.96 x 2.56 x 0.47 inches (126 x 65 x 12 mm),4.3 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass",,Dual LED,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,,,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone",Android (2.3),"Voice dialing, Voice commands, Voice recording, TTY/TDD","Tethering, Computer sync, OTA sync",,,,,"FM, Stereo",Dual-lens (3D),,540 x 960 pixels,,"DLNA, MHL",,"Accelerometer, Gyroscope, Compass",,up to 32 GB,,S-LCD,,"900, 2100 MHz",USB 2.0,0,,1280x720 (HD) (30 fps),,,,None,"802.11 b, g, n",10.0
,,,3.0,,,,,"HSDPA 7.2 Mbit/s, UMTS, HSUPA 2 Mbit/s",,4.50 x 2.54 x 0.42 inches (114.4 x 64.6 x 10.7 mm),2.6 inches,,,,,Full keyboard,,LED,,0.3 megapixels VGA,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone",Android (2.3.3),"Voice dialing, Voice recording","Computer sync, OTA sync",,,,512 MB,,Single camera,,480 x 320 pixels,,,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,,,"850, 1900 MHz",Yes,0,,Yes,,,,None,"802.11 b, g, n",5.3
,,,"2.1, EDR",,"800, 1900 MHz",,,,,3.93 x 2.28 x 0.56 inches (99.9 x 57.8 x 14.15 mm),3.2 inches,,,,,"Scratch-resistant glass, Ambient light sensor, Proximity sensor",,LED,,,,,,3.5mm,"M4, T4","Battery, travel charger, headset, microSD card and guide",,,$ 180,5 megapixels,,,,,None,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone",Android (2.3.4),"Voice dialing, Voice commands, Voice recording, TTY/TDD","Computer sync, OTA sync",,,,512 MB,FM,Single camera,,320 x 480 pixels,,,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,TFT,,,USB 2.0,0,,720x480 (DVD) (24 fps),,,,None,"802.11 b, g, n",5.5
,,,"2.1, EDR",,"800, 1900 MHz",,,"HSDPA 7.2 Mbit/s, HSUPA 2 Mbit/s, UMTS",,4.67 x 2.42 x 0.47 inches (119 x 61 x 12 mm),3.8 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass",,LED,,,"850, 900, 1800, 1900 MHz",,,3.5mm,"M4, T4",,,,$ 430,5 megapixels,,,,,None,"Notification light, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Windows Phone, 7.5 Mango","Voice recording, TTY/TDD","Computer sync, OTA sync",,,,512 MB,FM,Single camera,,480 x 800 pixels,,DLNA,,"Accelerometer, Compass",,,,TFT,,2100 MHz,USB 2.0,0,,1280x720 (HD) (24 fps),,,,None,"802.11 b, g, n",8.6
,,,"3.0, EDR",,,,,"HSDPA 7.2 Mbit/s, UMTS",,4.10 x 2.34 x 0.49 inches (104 x 59 x 12 mm),3.2 inches,,,,,"Ambient light sensor, Proximity sensor",,LED,,,"850, 900, 1800, 1900 MHz",,,3.5mm,M3,,,,$ 280,5 megapixels,,,,,None,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone",Android (2.3),"Voice dialing, Voice commands, Voice recording, TTY/TDD","UMA (Wi-Fi Calling), Tethering, Computer sync, OTA sync",,,,512 MB,FM,Single camera,,320 x 480 pixels,,,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,TFT,,"1700/2100, 2100 MHz",USB 2.0,0,,720x480 (DVD) (24 fps),,,,None,"802.11 b, g, n",8.0
,,Yes,3.0,,,,,"HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,4.96 x 2.57 x 0.44 inches (126.1 x 65.4 x 11.3 mm),4.3 inches,,,,,"Ambient light sensor, Proximity sensor, Scratch-resistant glass (Corning Gorilla Glass)",,Dual LED,,0.3 megapixels VGA,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,,,,,,8 megapixels,,1 GB,,,None,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (4.0.3, 2.3.4, 2.3)","Voice recording, TTY/TDD","UMA (Wi-Fi Calling), Tethering, Computer sync, OTA sync",,,,4096 MB,FM,Single camera,,540 x 960 pixels,,"DLNA, MHL",,"Accelerometer, Gyroscope, Compass",,up to 32 GB,,S-LCD,,"900, 1700/2100, 2100 MHz",USB 2.0,0,,1920x1080 (Full HD) (30 fps),,,,None,"802.11 b, g, n",8.0
,,,"2.1, EDR",,,,,"HSDPA 7.2 Mbit/s, HSUPA 2 Mbit/s, UMTS",,4.80 x 2.68 x 0.44 inches (122 x 68 x 11.2 mm),4.3 inches,,,,,"Ambient light sensor, Proximity sensor",,Dual LED,,,"850, 900, 1800, 1900 MHz",,,3.5mm,M3,,,,$ 500,5 megapixels,,,,,A-GPS,"Notification light, Music ringtones (MP3, WMA, M4A (Apple lossless)), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Windows Phone, 7.5 Mango","Voice recording, TTY/TDD","Computer sync, OTA sync",,,,512 MB,FM,Single camera,,480 x 800 pixels,,,,"Accelerometer, Compass",,,,S-LCD,,"850, 1900 MHz",USB 2.0,0,,1280x720 (HD),,,,None,"802.11 b, g, n",10.0
,,,3.0,,,,,"HSDPA 7.2 Mbit/s, HSUPA 2 Mbit/s, UMTS",,4.50 x 2.54 x 0.42 inches (114.4 x 64.6 x 10.7 mm),2.6 inches,,,,,Full keyboard,,LED,,0.3 megapixels VGA,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Flight mode, Silent mode, Speakerphone","Android (2.3.5, 2.3.3)","Voice dialing, Voice recording","Computer sync, OTA sync",,,,512 MB,,Single camera,,480 x 320 pixels,,,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,,,"900, 2100 MHz",Yes,0,,Yes,,,,None,"802.11 b, g, n",8.0
,,,"3.0, EDR",,,,,"HSDPA 7.2 Mbit/s, UMTS",,4.30 x 2.32 x 0.48 inches (109.1 x 58.9 x 12.3 mm),3.4 inches,,,,,"Scratch-resistant glass, Ambient light sensor, Proximity sensor",,LED,,0.3 megapixels VGA,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,A-GPS,"Haptic feedback, Music ringtones (MP3), Polyphonic ringtones, Vibration, Phone profiles, Flight mode, Silent mode, Speakerphone",Android (2.3.3),"Voice dialing, Voice recording","Computer sync, OTA sync",,,,512 MB,,Single camera,,320 x 480 pixels,,,,"Accelerometer, Compass","Earpiece, Loudspeaker",up to 32 GB,,,,"900, 2100 MHz",USB 2.0,0,,Yes,,,,None,"802.11 b, g, n",8.0
,,,3.0,,,,,"HSDPA 14.4 Mbit/s, HSUPA 5.76 Mbit/s, UMTS",,7.69 x 4.80 x 0.52 inches (195.4 x 122 x 13.2 mm),7.0 inches,,,,,Ambient light sensor,,,,1.3 megapixels,"850, 900, 1800, 1900 MHz",,Yes,3.5mm,,,,,,5 megapixels,,,,,"GPS, A-GPS","Flight mode, Silent mode, Speakerphone","Android (3.2, 2.3.3)",Voice recording,"Computer sync, OTA sync",,,,,,Single camera,,1024 x 600 pixels,,MHL,,"Accelerometer, Compass",,up to 32 GB,,TFT,,"900, 1700/2100, 2100 MHz",USB 2.0,0,,1280x720 (HD) (30 fps),,,,None,"802.11 b, g, n",8.0
